2023-11-14T00:00:00.000Z,589
2023-11-14T01:00:00.000Z,589
2023-11-14T02:00:00.000Z,589
2023-11-14T03:00:00.000Z,589
2023-11-14T04:00:00.000Z,589
2023-11-14T05:00:00.000Z,545
2023-11-14T06:00:00.000Z,522
2023-11-14T07:00:00.000Z,515
2023-11-14T08:00:00.000Z,513
2023-11-14T09:00:00.000Z,513
2023-11-14T10:00:00.000Z,515
2023-11-14T11:00:00.000Z,518
2023-11-14T12:00:00.000Z,524
2023-11-14T13:00:00.000Z,534
2023-11-14T14:00:00.000Z,561
2023-11-14T15:00:00.000Z,589
2023-11-14T16:00:00.000Z,589
2023-11-14T17:00:00.000Z,589
2023-11-14T18:00:00.000Z,589
2023-11-14T19:00:00.000Z,589
2023-11-14T20:00:00.000Z,589
2023-11-14T21:00:00.000Z,589
2023-11-14T22:00:00.000Z,589
2023-11-14T23:00:00.000Z,589
